epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr
33,3.600918383988676e-05,1.0,0.20816030789660092,0.9820717131474104,0.9830053672524081,7.545207078751862e-05
34,3.27661913846043e-05,1.0,0.19946597641204883,0.9830677290836654,0.9840548447135428,7.408768370508582e-05
35,0.02858961197252541,0.9924232857684051,0.24234455161954302,0.900398406374502,0.8991030287085108,7.26995249869774e-05
36,0.019650032189335677,0.994570021467357,0.35801720880417237,0.8904382470119522,0.8871258827569999,7.12889645782537e-05
37,0.0026758473273127067,0.9992423285768405,0.16268920672830636,0.9840637450199203,0.985103448275862,6.985739453173908e-05
38,0.0005562004680029348,1.0,0.18455542831796345,0.9840637450199203,0.985103448275862,6.840622763423397e-05
39,0.0006050120582127555,0.9998737214294734,0.187370503684856,0.9840637450199203,0.985103448275862,6.693689601226464e-05
40,0.008072055941408805,0.9974744285894683,0.33712392023567894,0.9193227091633466,0.9198697729535062,6.545084971874744e-05
41,0.00654169155021413,0.9981058214421012,0.19515348406901872,0.9810756972111554,0.9819919618830035,6.394955530196154e-05
42,0.0005626536661130179,1.0,0.19169131788123878,0.9840637450199203,0.985103448275862,6.24344943582428e-05
43,0.0002456837522875112,1.0,0.17638604111407657,0.9840637450199203,0.985103448275862,6.0907162069827195e-05
44,0.00022141187387640423,1.0,0.17856293524878183,0.9830677290836654,0.9840548447135428,5.93690657292863e-05
45,0.00013974470418002632,1.0,0.19115978835590605,0.9840637450199203,0.985103448275862,5.7821723252011606e-05
46,0.0005001956757907133,0.9998737214294734,0.21303477147185945,0.9840637450199203,0.985103448275862,5.6266661678215284e-05
47,0.00023187093480761466,1.0,0.19393303539173537,0.9840637450199203,0.985103448275862,5.470541566592577e-05
48,0.00027293520061392145,1.0,0.2113762943155737,0.9840637450199203,0.985103448275862,5.313952597646573e-05
49,0.0001235396469849611,1.0,0.2022586349709684,0.9830677290836654,0.9838416061835702,5.1570537953906474e-05
50,0.00011388387534702588,1.0,0.20166689276220315,0.9830677290836654,0.9838416061835702,5.0000000000000057e-05
51,9.3469687204791e-05,1.0,0.20311746713650428,0.9840637450199203,0.985103448275862,4.842946204609364e-05
52,4.767159767201959e-05,1.0,0.20328706989725998,0.9840637450199203,0.985103448275862,4.686047402353438e-05
53,8.025509884737989e-05,1.0,0.19664823676484014,0.9840637450199203,0.985103448275862,4.529458433407433e-05
54,7.74283068517322e-05,1.0,0.19699178725127728,0.9840637450199203,0.985103448275862,4.3733338321784836e-05
55,0.0035631083708700093,0.9986109357242076,0.2213366669244402,0.9790836653386454,0.9796052428290288,4.21782767479885e-05
56,0.005894262632013375,0.9982321000126279,0.19324828120330217,0.9840637450199203,0.985103448275862,4.0630934270713814e-05
57,0.0002963434100527813,1.0,0.18915010092260706,0.9840637450199203,0.985103448275862,3.909283793017293e-05
58,0.00018469780618988468,1.0,0.2053300380944401,0.9830677290836654,0.9840900152350418,3.75655056417573e-05
59,0.00018438982503175174,1.0,0.19652822649338605,0.9840637450199203,0.985103448275862,3.605044469803859e-05
60,0.000158458756215111,1.0,0.22644445561318896,0.9840637450199203,0.985103448275862,3.454915028125269e-05
61,0.00010371143464572362,1.0,0.19831201493500802,0.9840637450199203,0.985103448275862,3.3063103987735474e-05
62,9.204382727312995e-05,1.0,0.18407952892351048,0.9840637450199203,0.985103448275862,3.159377236576616e-05
63,5.543611314294013e-05,1.0,0.1894587621508294,0.9830677290836654,0.9840900152350418,3.0142605468261005e-05
64,0.00014466582441755247,1.0,0.19945065457508157,0.9830677290836654,0.9840900152350418,2.8711035421746404e-05
